Hourly Report for WAWP
STN YYYYMMDD GG QFE36   QFF36   TEMP36   DEWP36   RH36   WD36   WS36   WD36   WS36   RA36   
000 20260519 14 10083   10098    259      259     100    113      3    125      3        0  
000 20260519 15 10083   10098    259      258     100    123      2    110      3        0  
000 20260519 16 10081   10096    254      253     100    127      4    130      3        0  
000 20260519 17 10074   10089    252      251     100    131      3    125      3        0  
000 20260519 18 10070   10085    246      245     100    136      3    127      2        0  
000 20260519 19 10064   10079    246      245     100    107      3    134      3        0  
000 20260519 20 10068   10083    246      246     100    166      2    097      1        0  
000 20260519 21 10067   10082    240      239     100    360      1    147      1        0  
000 20260519 22 10077   10092    239      238     100    128      3    147      2        0  
000 20260519 23 10087   10102    247      246     100    128      3    132      4        0  
000 20260520 00 10094   10109    265      259      97    133      3    132      3        0  
000 20260520 01 10094   10109    288      262      86    072      3    101      3        0  
000 20260520 02 10092   10107    303      260      78    054      2    050      2        0  
000 20260520 03 10089   10104    309      263      76    263      5    281      4        0  
000 20260520 04 10079   10094    312      263      76    274      6    270      5        0  
000 20260520 05 10068   10083    305      273      83    311      5    305      5        0  
000 20260520 06 10061   10076    302      269      83    306      4    305      5        0  
000 20260520 07 10060   10075    303      267      81    302      3    305      4        0  
000 20260520 08 10064   10079    296      268      85    287      6    293      5        0  
000 20260520 09 10077   10092    292      268      87    240      6    264      7        0  
000 20260520 10 10093   10108    260      252      95    315      4    165      7       98  
000 20260520 11 10094   10110    237      236     100    012      3    035      8      280  
000 20260520 12 10098   10114    237      236     100    070      3    033      5       38  
000 20260520 13 10097   10112    238      237     100    103      4    079      4       29  
000 20260520 14 10090   10105    240      239     100    045      3    063      3        5  
000 20260520 15 10090   10105    241      240     100    360      1    066      2        1  
000 20260520 16 10093   10108    241      240     100    132      1    154      1        0  
000 20260520 17 10091   10106    241      240     100    080      3    130      2        0  
000 20260520 18 10085   10100    240      240     100    360      1    147      1        0  
000 20260520 19 10080   10096    239      239     100    150      1    152      1        0  
000 20260520 20 10080   10095    239      238     100    110      4    130      2        0  
000 20260520 21 10086   10101    239      239     100    360      1    080      2        0  
000 20260520 22 10093   10108    239      239     100    360      1    360      1        0  
000 20260520 23 10100   10115    243      242     100    115      4    133      2        0  
000 20260521 00 10103   10118    266      260      97    055      3    092      2        1  
000 20260521 01 10102   10117    297      264      82    026      4    029      3        0  
000 20260521 02 10100   10115    304      258      77    331      4    003      5        0  
000 20260521 03 10095   10110    307      267      80    278      6    295      5        0  
000 20260521 04 10088   10103    303      271      83    277      6    271      6        0  
000 20260521 05 10081   10096    304      273      84    287      6    285      6        0  
000 20260521 06 10072   10086    308      272      81    292      6    285      6        0  
000 20260521 07 10067   10081    309      271      80    283      5    289      6        0  
000 20260521 08 10068   10083    308      269      79    256      4    276      4        0  
000 20260521 09 10068   10083    302      268      82    224      3    237      4        0  
000 20260521 10 10073   10088    291      270      89    207      2    221      2        0  
000 20260521 11 10079   10094    273      272      99    100      1    081      1        0  
000 20260521 12 10082   10097    264      264     100    090      3    116      1        0  
000 20260521 13 10084   10099    260      259     100    123      3    104      2        0  
000 20260521 14 10084   10100    255      254     100    108      3    122      3        0  
000 20260521 15 10084   10099    251      250     100    079      1    088      2        0  
000 20260521 16 10081   10096    248      247     100    089      3    107      2        0  
000 20260521 17 10079   10095    246      245     100    095      4    099      3        0  
000 20260521 18 10078   10093    243      242     100    360      1    139      2        0  
000 20260521 19 10075   10091    240      240     100    077      2    111      1        0  
000 20260521 20 10078   10093    239      239     100    145      3    137      2        0  
000 20260521 21 10079   10094    243      243     100    130      1    125      2        0  
000 20260521 22 10082   10098    245      245     100    086      1    111      2        0  
000 20260521 23 10089   10104    255      252      98    136      2    129      2        0  
000 20260522 00 10093   10108    292      259      83    077      2    078      2        0  
000 20260522 01 10097   10112    304      253      74    123      2    130      2        0  
000 20260522 02 10098   10113    308      260      76    300      5    300      4        0  
000 20260522 03 10090   10104    310      262      76    280      6    290      5        0  
000 20260522 04 10080   10095    310      262      76    278      7    278      6        0  
000 20260522 05 10074   10089    314      264      75    288      6    281      6        0  
000 20260522 06 10071   10086    313      266      76    263      8    270      8        0  
000 20260522 07 10071   10086    309      274      82    246      6    256      8        0  
000 20260522 08 10082   10097    265      259      96    110      7    121      7        2  
000 20260522 09 10083   10099    251      251     100    076      5    085      4       34  
000 20260522 10 10089   10104    248      248     100    037      5    059      5       22  
000 20260522 11 10094   10110    247      246     100    056      5    043      4        2  
000 20260522 12 10098   10114    246      245     100    068      3    078      4        4  
000 20260522 13 10105   10120    246      246     100    188      2    155      3        0  
000 20260522 14 10105   10121    246      246     100    360      1    360      1        0  
000 20260522 15 10105   10120    246      245     100    097      1    153      1        0  
000 20260522 16 10099   10114    242      242     100    360      1    129      1        0  
000 20260522 17 10095   10111    242      241     100    035      1    360      1        0  
000 20260522 18 10090   10105    243      242     100    360      1    091      1        0  
000 20260522 19 10085   10101    243      242     100    360      1    360      1        0  
000 20260522 20 10083   10099    243      243     100    070      3    067      3        0  
000 20260522 21 10090   10105    243      242     100    360      1    107      2        0  
000 20260522 22 10095   10110    240      240     100    123      3    125      3        0  
000 20260522 23 10098   10113    250      249      99    109      4    117      4        0  
000 20260523 00 10105   10120    283      265      90    125      3    118      3        1  
000 20260523 01 10106   10122    298      268      84    283      4    273      3        0  
000 20260523 02 10106   10121    288      269      90    293      4    290      4        0  
000 20260523 03 10101   10115    299      273      86    289      6    299      5        0  
000 20260523 04 10090   10105    297      272      86    290      6    291      6        0  
000 20260523 05 10081   10096    301      272      85    281      6    284      6        0  
000 20260523 06 10073   10088    302      270      83    263      7    268      7        0  
000 20260523 07 10073   10088    303      270      82    272      4    265      6        0  
000 20260523 08 10071   10086    306      270      81    254      5    247      5        0  
000 20260523 09 10078   10093    297      267      84    231      3    231      3        0  
000 20260523 10 10078   10093    289      269      89    175      2    194      3        0  
000 20260523 11 10089   10104    271      269      99    105      4    147      3        0  
000 20260523 12 10096   10111    265      265     100    108      3    113      3        0  
000 20260523 13 10098   10113    260      259     100    067      2    100      2        0  
000 20260523 14 10101   10117    256      256     100    360      1    109      2        0  
000 20260523 15 10102   10117    253      252     100    360      1    122      2        0  
000 20260523 16 10099   10114    250      250     100    099      3    123      2        0  
000 20260523 17 10095   10110    251      250     100    092      3    105      3        0  
000 20260523 18 10090   10105    250      250     100    121      2    109      1        0  
000 20260523 19 10091   10106    248      247     100    123      4    143      2        0  
000 20260523 20 10092   10107    247      246     100    360      1    116      2        0  
000 20260523 21 10094   10109    244      244     100    360      1    133      1        0  
000 20260523 22 10102   10117    242      242     100    132      2    140      1        0  
000 20260523 23 10107   10122    246      245     100    119      1    131      1        0  
000 20260524 00 10109   10124    274      260      93    135      3    134      3        0  
000 20260524 01 10111   10126    301      264      81    123      4    122      4        0  
000 20260524 02 10109   10124    309      263      77    158      3    136      4        0  
000 20260524 03 10102   10117    306      263      77    231      3    197      4        0  
000 20260524 04 10093   10108    304      270      82    269      7    257      7        0  
000 20260524 05 10085   10100    299      269      84    238      4    257      6        0  
000 20260524 06 10082   10097    272      268      98    087      2    128      3        2  
000 20260524 07 10078   10093    269      267      99    064      3    018      2        0  
000 20260524 08 10080   10096    262      262     100    341      2    028      3        3  
000 20260524 09 10085   10100    263      262     100    021      4    012      4        0  
000 20260524 10 10088   10103    261      261     100    074      3    070      2        0  
000 20260524 11 10095   10111    256      256     100    061      2    066      2        0  
000 20260524 12 10102   10117    254      253     100    097      3    079      2        0  
000 20260524 13 10103   10119    251      250     100    088      3    081      3        0  
000 20260524 14 10102   10117    248      247     100    094      3    094      3        0  
000 20260524 15 10104   10119    246      246     100    071      1    086      2        0  
000 20260524 16 10100   10116    244      243     100    088      2    088      2        0  
000 20260524 17 10094   10109    242      242     100    122      3    105      3        0  
000 20260524 18 10091   10107    240      240     100    132      1    099      3        0  
000 20260524 19 10090   10105    236      236     100    144      2    132      2        0  
000 20260524 20 10088   10103    233      233     100    130      1    360      1        0  
000 20260524 21 10094   10109    232      231     100    160      1    137      1        0  
000 20260524 22 10095   10111    230      230     100    118      1    126      1        0  
000 20260524 23 10101   10116    236      236     100    142      1    134      2        0  
000 20260525 00 10109   10124    260      256      98    360      1    117      1        0  
000 20260525 01 10111   10126    295      260      82    342      2    323      2        0  
000 20260525 02 10110   10125    293      260      82    311      3    321      3        0  
000 20260525 03 10103   10118    293      259      82    296      4    301      3        0  
000 20260525 04 10092   10107    298      262      81    314      4    308      4        0  
000 20260525 05 10083   10098    306      267      80    304      4    313      4        0  
000 20260525 06 10077   10092    302      263      80    249      4    279      5        0  
000 20260525 07 10075   10090    274      264      94    085      5    102      5        3  
000 20260525 08 10075   10090    295      266      85    082      4    089      4        0  
000 20260525 09 10079   10094    286      267      90    101      3    109      3        0  
000 20260525 10 10085   10101    277      266      94    065      7    122      4        0  
000 20260525 11 10092   10107    253      252     100    060      3    062      5       43  
000 20260525 12 10100   10115    251      250     100    167      2    068      1        1  
000 20260525 13 10102   10118    250      250     100    360      1    040      1        0  
000 20260525 14 10105   10120    249      248     100    107      3    123      2        0  
000 20260525 15 10101   10117    247      246     100    114      3    115      3        0  
000 20260525 16 10097   10112    242      242     100    194      1    134      3        0  
000 20260525 17 10092   10107    239      238     100    360      1    154      2        0  
000 20260525 18 10086   10101    235      234     100    360      1    117      2        0  
000 20260525 19 10086   10101    232      232     100    360      1    360      1        0  
000 20260525 20 10086   10101    231      230     100    360      1    128      1        0  
000 20260525 21 10091   10107    230      230     100    360      1    360      1        0  
000 20260525 22 10096   10111    232      231     100    125      2    131      1        0  
000 20260526 00 10106   10122   ////      258     100    107      1    ///    ///        0  
000 20260526 01 10105   10120    288      257      84    136      3    136      2        0  
000 20260526 02 10101   10116    302      255      76    141      5    126      5        0  
000 20260526 03 10098   10113    311      255      72    099      3    120      4        0  
000 20260526 04 10089   10104    314      258      72    250      6    202      4        0  
000 20260526 05 10080   10095    303      264      80    244      7    237      7        0  
000 20260526 06 10072   10087    305      265      79    239      6    246      7        0  
000 20260526 07 10069   10084    309      261      76    230      8    238      8        0  
000 20260526 08 10072   10087    303      260      78    220      5    222      7        0  
000 20260526 09 10076   10091    298      261      81    212      5    228      5        0  
000 20260526 10 10083   10098    275      252      87    130      3    122      3        0  
000 20260526 11 10088   10103    256      250      96    088      4    103      3        0  
000 20260526 12 10096   10111    249      248     100    094      3    096      2        0  
000 20260526 13 10097   10112    246      245     100    074      2    107      3        0  
000 20260526 14 10101   10116    244      244      99    117      3    104      3        0  
000 20260526 15 10101   10117    243      242      99    131      2    125      2        0  
000 20260526 16 10098   10114    241      240     100    105      3    116      3        0  
000 20260526 17 10094   10109    242      242     100    074      1    082      2        0  
000 20260526 18 10091   10107    239      238     100    360      1    360      1        0  
000 20260526 19 10091   10106    238      237     100    153      1    138      2        0  
000 20260526 20 10088   10103    234      234     100    132      3    141      2        0  
000 20260526 21 10092   10108    232      231     100    158      2    150      3        0  
000 20260526 22 10097   10112    229      228     100    191      2    139      2        0  
000 20260526 23 10103   10118    234      233     100    100      3    143      2        0  
000 20260527 00 10111   10127    272      249      88    186      2    134      1        0  
000 20260527 01 10113   10128    283      255      85    139      2    159      2        0  
000 20260527 02 10110   10125    297      258      80    102      4    127      3        0  
000 20260527 03 10105   10120    312      254      71    264      5    160      4        0  
000 20260527 04 10096   10111    302      262      79    311      4    304      4        0  
000 20260527 05 10089   10103    311      264      77    303      4    307      4        0  
000 20260527 06 10080   10095    312      262      75    282      6    278      5        0  
000 20260527 07 10078   10093    310      263      76    246      7    259      7        0  
000 20260527 08 10080   10095    304      260      77    212      6    225      6        0  
000 20260527 09 10085   10100    296      256      79    166      3    196      5        0  
000 20260527 10 10093   10108    278      263      91    121      2    134      3        0  
000 20260527 11 10098   10113    267      261      96    128      2    134      2        0  
000 20260527 12 10103   10118    261      258      98    109      2    113      2        0  
000 20260527 13 10106   10122    257      256     100    209      1    133      1        0  
000 20260527 14 10106   10122    254      253     100    118      3    144      2        0  
000 20260527 15 10106   10121    253      252     100    135      2    100      2        0  
000 20260527 16 /////   /////    246      246     100    130      1    153      1    /////  
000 20260527 17 10097   10112    241      240     100    187      2    124      2        0  
000 20260527 18 10097   10112    236      236     100    170      1    149      2        0  
000 20260527 19 10095   10111    235      234     100    148      2    150      2        0  
000 20260527 20 10097   10112    236      235     100    121      4    131      4        0  
000 20260527 21 10098   10113    236      236     100    117      3    104      4        0  
000 20260527 22 10104   10119    235      234     100    360      1    119      2        0  
000 20260527 23 10107   10122    245      243      99    139      2    142      2        0  
000 20260528 00 10113   10128    278      257      88    144      4    127      3        0  
000 20260528 01 10114   10129    293      259      82    149      4    128      5        0  
000 20260528 02 10110   10124    306      262      77    079      3    132      4        0  
000 20260528 03 10106   10121    302      263      80    302      4    281      4        0  
000 20260528 04 10096   10111    308      268      79    225      7    280      5        0  
000 20260528 05 10088   10103    305      267      80    234      6    231      7        0  
000 20260528 06 10080   10094    308      267      79    246      7    237      6        0  
000 20260528 07 10076   10091    297      263      82    108      5    155      6        0  
000 20260528 08 10077   10092    298      265      83    084      2    084      3        0  
000 20260528 09 10080   10095    295      263      83    119      4    117      4        0  
000 20260528 10 10090   10105    263      259      98    077      6    132      5       63  
000 20260528 11 10095   10110    255      255     100    165      2    149      2        0  
000 20260528 12 10101   10116    251      250     100    168      1    129      2        0  
000 20260528 13 10104   10120    248      247     100    092      2    120      1        0  
000 20260528 14 10107   10122    244      244     100    073      2    098      1        0  
000 20260528 15 10104   10119    241      240     100    124      2    141      2        0  
000 20260528 16 10100   10116    238      237     100    170      2    139      2        0  
000 20260528 17 10095   10111    235      234     100    184      2    138      1        0  
000 20260528 18 10092   10108    233      232     100    175      2    160      2        1  
000 20260528 19 10089   10105    232      231     100    136      2    141      2        0  
000 20260528 20 10089   10104    231      231     100    154      2    134      3        0  
000 20260528 21 10093   10108    231      230     100    360      1    106      1        0  
000 20260528 22 10094   10110    229      229     100    360      1    140      2        0  
000 20260528 23 10099   10114    242      241     100    360      0    360      1        0  
000 20260529 00 10109   10124    279      255      87    050      2    071      1        0  
000 20260529 01 /////   /////   ////     ////     ///    ///    ///    ///    ///        0  
000 20260529 02 10105   /////   ////      260     ///    ///    ///    ///    ///        0  
000 20260529 03 10101   10116   ////      258      74    162      6    ///    ///        0  
000 20260529 04 10092   10107   ////      260      76    152      6    ///    ///        0  
000 20260529 05 10084   10099    303      260      78    153      6    149      5        0  
000 20260529 06 10075   10090    305      260      77    134      5    141      5        0  
000 20260529 07 10066   10081    317      258      71    211      3    175      4        0  
000 20260529 08 10068   10083    314      256      72    218      5    224      4        0  
000 20260529 09 10071   10086    298      262      81    195      4    212      4        0  
000 20260529 10 10075   10090    287      259      85    122      2    152      3        0  
000 20260529 11 10083   10098    266      261      97    089      1    116      2        0  
000 20260529 12 10090   10105    257      257     100    124      1    115      1        0  
000 20260529 13 10093   10108    252      251     100    126      2    131      2        0  
000 20260529 14 10095   10111    247      246     100    144      1    118      2        2  
000 20260529 15 10096   10111    240      239     100    159      3    163      2        0  
000 20260529 16 10095   10110    237      236     100    122      4    132      3        0  
000 20260529 17 10091   10106    240      239     100    139      2    121      3        0  
000 20260529 18 10089   10104    237      236     100    128      3    136      3        0  
000 20260529 19 10086   10101    238      238     100    113      4    122      4        0  
000 20260529 20 10085   10100    243      243     100    117      2    117      3        0  
000 20260529 21 10091   10106    244      244     100    121      2    082      2        0  
000 20260529 22 10094   10109    238      237     100    184      3    152      3        0  
000 20260529 23 10099   10114    245      244      99    152      2    156      3        0  
000 20260530 00 10102   10117    275      258      91    118      5    121      4        3  
000 20260530 01 10105   10120    294      260      82    131      5    115      6        0  
000 20260530 02 10105   10120    304      261      78    302      2    108      4        1  
000 20260530 03 10102   10117    305      266      80    291      6    296      5        0  
000 20260530 04 10094   10109    309      270      80    294      7    297      6        0  
000 20260530 05 10084   10099    314      270      78    228      9    267      6        2  
000 20260530 06 10078   10093    302      269      82    255      7    246      7        0  
000 20260530 07 10072   10087    301      264      81    216      5    237      6        0  
000 20260530 08 10071   10086    298      266      83    224      7    213      6        0  
000 20260530 09 10074   10089    299      268      84    128      4    178      6        0  
000 20260530 10 10079   10094    278      263      91    147      1    139      2        0  
000 20260530 11 10087   10102    259      258     100    117      2    151      1        1  
000 20260530 12 10094   10109    254      253     100    148      2    145      2        0  
000 20260530 13 10097   10112    248      248     100    144      3    141      2        0  
000 20260530 14 10103   10118    245      244     100    102      2    108      2        0  
000 20260530 15 10102   10117    243      243     100    122      1    360      1        0  
000 20260530 16 10101   10116    246      245     100    360      1    091      1        0  
000 20260530 17 10094   10109    241      240     100    123      1    136      1        0  
000 20260530 18 10092   10107    242      241     100    092      3    114      2        0  
000 20260530 19 10092   10107    239      238     100    056      2    040      2        0  
000 20260530 20 10090   10105    232      231     100    360      1    087      1        0  
000 20260530 21 10091   10106    240      237      99    119      3    129      3        0  
000 20260530 22 10096   10111    246      244      99    051      3    093      3        0  
000 20260530 23 10100   10115    252      246      97    084      3    079      2        0  
000 20260531 00 10105   10120    276      251      86    111      5    105      4        0  
000 20260531 01 10110   10125    291      251      79    098      6    106      6        0  
000 20260531 02 10110   10125    304      253      74    113      5    118      5        0  
000 20260531 03 10103   10118    304      251      74    308      3    109      4        0  
000 20260531 04 10094   10109    307      259      76    286      5    299      5        0  
000 20260531 05 10087   10102    312      258      73    255      5    273      5        0  
000 20260531 06 10080   10095    307      263      78    237      6    230      7        0  
000 20260531 07 10074   10089    308      263      77    235      6    236      6        0  
000 20260531 08 10076   10091    308      258      75    247      5    237      6        0  
000 20260531 09 10078   10093    305      258      76    232      5    234      5        0  
000 20260531 11 10092   10107    274      256      90    154      2    154      2        0  
000 20260531 12 10098   10113    267      259      95    110      2    133      2        0  
000 20260531 13 10103   10119    269      255      92    115      3    126      2        0  
000 20260531 14 10106   10122    266      253      93    112      3    125      3        0  
000 20260531 15 10108   10123    264      253      94    116      2    129      2        0  
000 20260531 16 10107   10122    261      253      95    129      1    116      1        0  
000 20260531 17 10101   10116    263      248      91    140      1    136      2        0  
000 20260531 18 10096   10111    259      252      95    133      1    129      1        0  
000 20260531 19 10095   10111    254      252      99    052      1    360      1        0  
000 20260531 20 10095   10110    249      248     100    360      1    161      1        0  
000 20260531 21 10094   10109    249      248     100    059      1    360      1        0  
000 20260531 22 10100   10115    249      248     100    220      1    103      2        0  
000 20260531 23 10109   10124    254      251      98    133      3    177      1        0  
  
